מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
125,אישיות,הרב יוסף חיים מבגדאד – “בן איש חי” (לא מה שחשבתם),1835–1909,בגדאד,עת חדשה מאוחרת,"הלכה, קבלה והגות חברתית","ביקורת חברתית, מעמדות, טנזימאט, פסיקה, פיוט, קבלה","דמות רב-פנים: מגדולי פוסקי המזרח וגם הוגה חברתי. לאחר משבר אישי וכלכלי פיתח שפה שמחברת תורה למציאות של יחסי כוח, ומעניקה לעניים ידע מוסרי ייחודי.",תורה כפרשנות חברתית: הפסיקה והדרשה חושפות עוולות ומחייבות אחריות מוסרית – בלי לוותר על עומק הלכתי וקבלי.,רפורמות הטנזימאט; דיון מודרני על שוויון וזהות; מסורת יהדות בבל,https://open.spotify.com/episode/5mA6IjVV5SbxfT0OfQ22Ad?si=-IWNH499SoGWQ6XF5UUQbg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
126,דמות,הבן איש חי (רבי יוסף חיים מבגדד),1835–1909,בגדד,עת חדשה,"פסיקה, קבלה, דרשנות","הלכה, קבלה, דרשות, יהדות מזרח, הבן איש חי","פוסק גדול, מקובל ודרשן נודע מהעולם הספרדי בבגדד, שחיבר את 'בן איש חי' – שילוב של הלכה, אגדה וקבלה.",שילוב בין קבלה להלכה; כתיבה פופולרית נגישה לקהל הרחב עם נופך מוסרי.,"רבי עבדאללה סומך, חכמי בבל",https://open.spotify.com/episode/1O45L1iFmr5oeXWvm6fCr6
127,דמות,החפץ חיים (רבי ישראל מאיר הכהן),1839–1933,"ראדין, ליטא",העת החדשה,"הלכה, מוסר","משנה ברורה, שמירת הלשון, אחריות מוסרית, ענווה","מחבר 'משנה ברורה' ו'חפץ חיים'. שילב בין פסיקה מעשית למוסר הלכתי, והפך לדמות מוסרית מכוננת בעידן מודרני.",הפיכת המוסר להלכה מחייבת. קדושה מעשית שמתחילה בלשון.,"אגודת ישראל, רשת בית יעקב",https://open.spotify.com/episode/4xzoaG2b7YdsCB3rb0aPPf
128,"חכמי ישראל - הגות, הנהגה והלכה",רבי מאיר שמחה הכהן מדווינסק,1843–1926,דווינסק (לטביה/ליטא),עת חדשה מאוחרת,הלכה/פרשנות תורה/מחשבה ציונית,"אור שמח, משך חכמה, גלות וזהות, שבועות",מחבר 'אור שמח' ו'משך חכמה'. גשר בין שכל לאמונה ובין גלות לתחייה; ניתוח חריף של היסטוריה יהודית וקדושה.,הגלות כמנגנון זהות; קדושה אינה בחומר אלא ברצון ה׳; ציונות וגאולה בדרך הטבע (בלפור/סן-רמו).,הרמב״ם; הרב קוק; עידן התחייה,https://open.spotify.com/episode/5M242GRqncgReaYVplhjBU
129,"חכמי ישראל - הגות, הנהגה והלכה",השפת אמת – ההוגה שחיפש את האמת הפנימית,1847–1905,גור (פולין),אחרונים,"חסידות, הגות","שפת אמת, גור, נקודה פנימית, גלות וגאולה, ניצוצות","אדמו""ר גור ומגדולי הוגי החסידות. יצר שפה מיסטית־קיומית על גלות כהסתר וגאולה כגילוי.","""הנקודה הפנימית"" ככלי לעבודת ה' וקריאת המציאות: העלאת אור מתוך חושך.",חסידות גור; שיח חסידי פולין,https://open.spotify.com/episode/2rV5jFlhaSLJasVNdd0rMf?si=WT92_boJSQK5yW0aO6dfLQ
130,"חכמי ישראל - הגות, הנהגה והלכה",הסבא מנובהרדוק – מהפכת המוסר של 'מדרגת האדם',1850–1919,נובהרדוק (ליטא/רוסיה),אחרונים,"מוסר, חינוך","נובהרדוק, תנועת המוסר, שבירת האגו, תורת הנגיעה, ישיבות בית יוסף",תלמיד ר' ישראל סלנטר ומייסד רשת ישיבות 'בית יוסף'. פיתח שיטה חינוכית רדיקלית של תיקון מידות ותלות מוחלטת בה'.,תרגילי מוסר כמעבדה לנפש: חשיפת מניעים נסתרים ובניית אומץ אמוני מעשי.,רבי ישראל סלנטר; עולם הישיבות; תנועת המוסר,https://open.spotify.com/episode/7gMcU9ypTl2wkJLtZmnT6S?si=vpTwypCqRkGf8W0l2TnEtg
131,"חכמי ישראל - הגות, הנהגה והלכה",הרב שמואל בורנשטיין – בעל 'שם משמואל',1855–1926,סוכטשוב (פולין),אחרונים,"חסידות, הגות","שם משמואל, אבני נזר, קוצק, אורות מקיפים, עבודת הנפש","אדמו""ר והוגה חסידי מרכזי; דרשותיו משלבות סוד, פסיכולוגיה רוחנית ותיקון המידות.","תפיסת 'מקיפים' והעמקת המבט על רצון פנימי, שגגה ואחדות שאינה מוחקת את הפרט.",אבני נזר; חסידות קוצק; פולין החסידית,https://open.spotify.com/episode/5dTIktS4k7pzb2kSQbqtXB?si=bXYmRr7AQhaDStRXLBq8rg
132,דמות,הרב יוסף רוזין (הגאון הרוגצ'ובי),1858–1936,רוגצ'וב/דווינסק,אחרונים,"למדנות, רמב""ם, שיטת בריסק-חב""ד","צפנת פענח, רמב""ם, אחדות התורה, דווינסק, חב""ד","חד בדרא' שחי עם ש""ס ורמב""ם, קרא את הרמב""ם כמקשה אחת, וחיבר כלים פילוסופיים להבנת הלכה; כתבי היד ניצלו והונחו ליסוד מפעל הדפסה בדורות הבאים.","קריאת הרמב""ם כ'מערכת-על' המאחדת הלכה, אגדה ועיון מושגי תחת תורה אחת.","הרמב""ם; בעל האור שמח; אדמו""רי חב""ד (רש""ב, ריי""צ, הרבי)",https://open.spotify.com/episode/4aUeMLx5QyMsdp0moTBcDu
133,דמות,הרב יהודה משה ישועה פתיה,1859–1942,בגדד → ירושלים,אחרונים,"קבלה (האר""י), מוסר והנהגה רוחנית","בן איש חי, עץ חיים, בית לחם יהודה, דיבוקים, תיקון נשמות","תלמיד מסורת בבל שהנגיש את שיטת האר""י בביאור בהיר וכתב חיבורים מרכזיים; נודע גם במסורות תיקון נשמות ובתפילות בתקופת מלחמת העולם השנייה.",לימוד סוד כ'חובה מטהרת' המקרבת גאולה ומגינה על הנפש – גם בלי הבנה מלאה.,"בן איש חי; הרב עבדאללה סומך; מסורת האר""י",https://open.spotify.com/episode/7GkxO9MSNQCoBw1qdYuJVI
134,אישיות,הרב אברהם יצחק הכהן קוק – החזון שאיחד קודש וחול,1865–1935,ארץ ישראל,מודרנה מוקדמת,הגות ציונית-דתית והלכה,"קודש וחול, תשובה היסטורית, ציונות, היתר מכירה, מרכז הרב","הראי""ה קוק ראה במודרנה תהליך אלוהי ובציונות החילונית תנועת תשובה עמוקה. חיפש אחדות בין ניגודים, דיבר על התפתחות, והנהיג הלכתית-לאומית מתוך אחריות ליישוב.",האמת מתגלה במתח בין ניגודים: “הישן יתחדש והחדש יתקדש” – איחוד כוחות במקום מחיקה.,חלוצים; ישיבת 'מרכז הרב'; פולמוס ההיתר בשמיטה,https://open.spotify.com/episode/19vVkCaNfYWm6AlvbjbkRe?si=Y2-7mNX9QnCXzxz32MKpgA
135,אישיות,"הלל צייטלין (1871–1942) – פילוסוף יהודי בין ניטשה לחסידות, שנרצח בשואה",1871–1942,פולין; מזרח אירופה,סוף המאה ה-19–המאה ה-20,מחשבה,מודרנה יהודית; אקזיסטנציאליזם; חסידות; משבר אמונה,"הלל צייטלין: פילוסוף יהודי בין ניטשה לחסידות, מבקר תרבות שחוזר לעומק רוחני; נרצח בשואה.",החיפוש עצמו הוא עבודת ה': להפוך ספק ומודרניות למנוע של תשובה וחידוש רוחני.,"ניטשה; בובר; ברנר; חסידות חב""ד; ספרות יהודית מודרנית",https://spotifycreators-web.app.link/e/VKh6sMX4yQb
136,אישיות,"הרב כלפון משה הכהן (1874–1950) – רב ג'רבא: הלכה, הנהגה וציונות דתית בצפון אפריקה",1874–1950,ג'רבא (תוניסיה),העת החדשה,הלכה; הנהגה,פסק ספרדי; חינוך; הנהגה קהילתית; ציונות דתית צפון-אפריקאית,"הרב כלפון משה הכהן כרב ג'רבא: כתיבה הלכתית ענפה, אחריות ציבורית, וחיבור בין מסורת מקומית לתודעה לאומית.",הלכה כמנוע הנהגה: קדושה שמתרגמת לערבות קהילתית ולחזון שיבה לציון.,יהדות תוניסיה; רבני ג'רבא; הגות ציונית דתית,https://spotifycreators-web.app.link/e/JLk74X14yQb
137,דמות,הרב יצחק אלפייה,1878–1955,"חלב, ירושלים",העת החדשה,"קבלה, מוסר, שתיקה","תענית דיבור, בית אל, ענווה, שובבי""ם",מקובל ירושלמי שפעל בשקט אדיר. הנהיג את תענית הדיבור כתיקון רוחני עמוק לזמננו.,כוח השתיקה; תיקון עולם דרך פשטות ומסירות; תיקון הדיבור בדור פרוץ.,"הרש""ש, הרב מרדכי אליהו",https://open.spotify.com/episode/0K70gzGHWICiSDkIOQKFip
138,דמות,הרב בן־ציון מאיר חי עוזיאל,1880–1953,יפו/תל אביב → הרבנות הראשית,עת החדשה/ראשית המדינה,"הלכה ציבורית, הנהגה לאומית","אחדות ישראל, הלכה פרגמטית, נשים, גיור, עבודה עברית, הרצוג","ראשון לציון ופוסק רואה-למרחוק שפעל באחדות היישוב והמדינה, פיתח הלכה ציבורית ריאלית, ושיתף פעולה היסטורית עם הרב הרצוג.",הלכה לאומית-ציבורית: שילוב רציונליות מיימונית עם אחריות חברתית ואחדות.,הרב הרצוג; היישוב; ילדי טהרן; מחנות קפריסין,https://open.spotify.com/episode/19Z8t6pZZjaOTG652Clx9c
139,אישיות,"הרב יעקב משה חרל""פ (1882–1951) – תלמיד הרב קוק: קבלה, תשובה וגאולת ישראל",1882–1951,ירושלים,העת החדשה; טרום המדינה,קבלה; מחשבה,תשובה; גאולה; תורת הרב קוק; פנימיות התורה,"הרב חרל""פ כתלמיד-חבר של הרב קוק: שפה של תשובה וגאולה, חיבור בין קבלה לעשייה לאומית, והשפעה בירושלים.",גאולה כתהליך נפשי-לאומי: תיקון המידות והחברה הוא חלק מן הריבונות.,הרב קוק; ישיבת מרכז הרב; כתבי תשובה וגאולה,https://spotifycreators-web.app.link/e/N6AFf684yQb
140,דמות,הרב אריה לוין,1885–1969,ירושלים,העת החדשה,"חסד, חינוך, הנהגה מוסרית","הצדיק הירושלמי, בתי כלא, חסד, שואה","דמות מוסרית יוצאת דופן בירושלים, הרב של האסירים, מסמל ענווה וקדושה מעשית.",חסד כצורת חיים. ענווה מהפכנית בתוך עולם משתנה.,"הראי""ה קוק, אסירי המחתרות",https://open.spotify.com/episode/3DpekO1U2gizKVNXJlWwha
141,אישיות,פרנץ רוזנצווייג – הפילוסוף שהחזיר את האדם למרכז,1886–1929,גרמניה,מודרנה,פילוסופיה יהודית מודרנית,"כוכב הגאולה, התגלות, דיאלוג, יהדות ונצרות, תרגום תנ""ך, ALS","ב'כוכב הגאולה' מפרק את ה'כוליות' ומציע מבנה של אלוהים-אדם-עולם דרך בריאה/התגלות/גאולה. הקים Lehrhaus בפרנקפורט ותרגם תנ""ך עם בובר, תוך התמודדות עם ALS.",התגלות כדיבור ואהבה שמולידים אחריות; אמת נוצרת במפגש ולא במערכת מופשטת.,מרטין בובר; Lehrhaus; עמנואל לוינס (השפעה מאוחרת),https://open.spotify.com/episode/7EpaIjYgIJVmSWDAsXDI7g?si=u6IC097XQ-KpBRfRRIGqcg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
142,דמות,פרנץ רוזנצווייג,1886–1929,גרמניה,מודרנה,הגות יהודית מודרנית,"פילוסופיה, תיאולוגיה, גרמניה, לימוד, דיאלוג",הוגה גרמני יהודי שהתלבט בין התנצרות לבין חזרה ליהדות. חיבר את 'כוכב הגאולה' – יצירה פילוסופית-תיאולוגית מרשימה.,"הגאולה כתהליך מתמשך הנע בין אדם, עולם ואלוהים, במבנה דיאלוגי קיומי.","מרטין בובר, הרב נחום גלאטמן",https://open.spotify.com/episode/0zMxkbnZJMF8Z3DKVqEnV9
143,אישיות,"האדמו""ר מפיאסצ'נה (1889–1942) – קודש בתוך החורבן: תורה פסיכולוגית, אמונה ועמידה בגטו ורשה",1889–1942,פולין; גטו ורשה,המאה ה-20; תקופת השואה,חסידות; חינוך,אמונה בשבר; פסיכולוגיה רוחנית; חינוך; גטו ורשה,"דיוקן של הרבי מפיאסצ'נה כמחנך והוגה: עומק חסידי, הבנת נפש, ואומץ להמשיך ללמד ולכתוב בתוך גטו ורשה.",קדושה שמסרבת לברוח: עבודת ה' נבנית מתוך אמת פנימית גם כשהמציאות קורסת.,חסידות פולין; כתבי דרשות מן השואה; תנועת המוסר,
