מזהה,סוג פרק,שם הדמות/הנושא,שנים/תקופה,אזור/מרחב,תקופה,תחום עיקרי,תגיות,תקציר (2–3 שורות),רעיון מרכזי/חידוש,דמויות/השפעות קשורות,קישור ספוטיפיי
130,"חכמי ישראל - הגות, הנהגה והלכה",הרב יצחק נסים – הראשון לציון שניהל 'מדיניות חוץ' עצמאית,1895–1981,בגדד / ישראל,המאה ה־20,"הלכה, הנהגה ציבורית","ראשון לציון, רבנות ראשית, ממלכתיות, גיור, יחסי דת ומדינה","ראשון לציון והרב הראשי לישראל; הנהיג קו ממלכתי־עצמאי, פעל לקרב רחוקים וקבע עמדות ציבוריות תקיפות.","רבנות ממלכתית גאה ועצמאית – שילוב הנהגה, פסיקה ואחריות לאומית.",חכמי בבל; הרבנות הראשית; הרב מרדכי אליהו (תלמיד/השפעה),https://open.spotify.com/episode/6M7GqxrkmSgbLaowvUoIbM?si=YsGIvc_wSLu215jfLClMtg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
131,דמות,רבי יצחק כדורי,1899–2006,"בגדאד, ירושלים",העת החדשה,"קבלה, הנהגה רוחנית","קמיעות, שתיקה, פתק המשיח, גאולה","זקן המקובלים שחי בענווה עצומה, והשפיע עמוקות במסורת סוד, קבלה מעשית ורוחניות ציבורית.","קבלה כחיים, לא רק תיאוריה. הנהגה באמצעות שתיקה ואחריות.","הבן איש חי, הרש""ש",https://open.spotify.com/episode/3qeCTbEVgPEv319klxLDco?si=lHqodw6aTp6lUOOtrWq8ew&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
132,דמות,עמנואל לוינס,1905–1995,"ליטא, צרפת",המאה ה־20,"אתיקה, פילוסופיה יהודית","אחריות, פנים, חשיבה מוסרית, אלטרנטיבה מערבית",פילוסוף יהודי שהציב את האחריות כלפי הזולת לפני ההבנה. שינה את יסודות החשיבה האתית המודרנית.,האחר קודם לידיעה. אחריות קודמת למושג.,"מר שושני, היידגר",https://open.spotify.com/episode/3k9m3MfSjWyswqVmHrlM5S?si=HfWBMM1RSpSTfsfrcWQnCw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
133,אישיות,הרב אברהם יהושע השל – הגות ומעורבות מוסרית,1907–1972,"פולין / ארה""ב",מודרנה,הגות יהודית ואתיקה ציבורית,"השבת ארמון בזמן, נבואה, פליאה, זכויות אזרח, דיאלוג יהודי-נוצרי","הוגה שחיבר חסידות ופילוסופיה עם אתיקה ציבורית. כתב 'השבת' ו'הנביאים', פעל בזכויות האזרח, וצעד לצד מרטין לותר קינג – 'תפילה עם הרגליים'.",קדושת הזמן והפליאה כמנוע אמונה; אחריות מוסרית כחלק בלתי נפרד מעבודת ה'.,מרטין לותר קינג; JTS; דיאלוג יהודי-נוצרי (נוסטרה אטאטה),https://open.spotify.com/episode/63Q7RdapehdnH3FCLVMrBy?si=DujHYLYPTUmSckrnlOofCQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
134,דמות,הרב אברהם יהושע השל,1907–1972,"פולין, ארה""ב",העת המודרנית,"הגות דתית, אקטיביזם מוסרי","פילוסופיה, נבואה, זכויות אדם, יהדות ארה""ב","הוגה חרדי שהפך לפעיל חברתי בארה""ב. כתב על האל כמשתוקק לאדם, ונאבק למען זכויות שחורים ושלום.",תורה של מחויבות מוסרית ודיאלוג עם האל – 'האל המחפש את האדם'.,"מרטין לותר קינג, ברדיצ'בסקי, הרמב""ם",https://open.spotify.com/episode/63Q7RdapehdnH3FCLVMrBy?si=DujHYLYPTUmSckrnlOofCQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
135,דמות,הרב מרדכי שרעבי,1908–1983,תימן → ירושלים,עת החדשה (מקובלי ירושלים),"קבלה (רש""ש), הנהגה רוחנית","נהר שלום, בית-אל, כוונות הרש""ש, ענווה, תיקונים","מקובל ומנהיג שהקים את ישיבת 'נהר שלום' לשימור מסורת הכוונות לאחר חורבן בית-אל, חי בפשטות והקרין אהבת ישראל וענווה נדירה.",עבודת ה' כענווה ושירות: כוונות גבוהות לצד נגישות מוחלטת לכל אדם.,"מסורת הרש""ש; ישיבת בית-אל; הרב בניהו שמואלי; הרב מאיר יהודה גץ",https://open.spotify.com/episode/71fwTzDzMkD8JtOgm8g2kj?si=eGLqE6F3So6PL5PzylLROA
136,אישיות,הרב שאול ישראלי – הפוסק שבנה גשר בין בית המדרש למדינה,1909–1995,"ארץ ישראל; כפר הרא""ה; מרכז הרב; בית הדין הגדול",מודרנה,הלכה ופסיקה,"הלכות מדינה, צבא ומוסר, שמיטה, פדיון שבויים, דמוקרטיה, רפואה והלכה","הרב שאול ישראלי חידש שפה הלכתית לשאלות ריבונות: מדינה, צבא, משפט ומוסר, תוך עיון מעמיק ונכונות לחדש. הוא עסק בסוגיות כמו מבצעי חילוץ, פדיון חיילים, שמיטה ורפואה, והיה גם מבקר חריף של פוליטיזציה דתית. הפרק מציג פוסק שמחבר בית מדרש למציאות לאומית באחריות.","הלכה של ריבונות: פיתוח שפה הלכתית למדינה, צבא ומשפט מתוך עיון אמיץ ואחריות מוסרית.","הראי""ה קוק; מרכז הרב; הרב יוסף שלום אלישיב",https://open.spotify.com/episode/0l6TX6iKGkqyzbt4707yeN?si=_9QHZ6S9SEi2he0xCsln0Q&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
137,"חכמי ישראל - הגות, הנהגה והלכה",הרב פנחס קהתי – הפקיד מהבנק שחולל מהפכה בעולם התורה,1910–1976,ישראל (תל אביב),המאה ה־20,"חינוך, פרשנות, הנהגה","משניות קהתי, ציונות דתית, הנגשת תורה, לימוד משנה",מחבר 'משניות קהתי' – פירוש בהיר ופדגוגי שנכתב מתוך שליחות חינוכית לציבור הרחב.,הנגשת המשנה בשפה מודרנית ושיטתית – גשר בין בית המדרש לציבור.,בני עקיבא; לימוד תורה ציבורי בישראל,https://open.spotify.com/episode/5YJhfgmjz6YbKNEP0QBzUE?si=_C2UJ6u1TOmkWYGmREvXCw
138,דמות,הרב שלמה זלמן אויערבך,1910–1995,ירושלים,העת החדשה,"הלכה, אתיקה רפואית","חשמל בשבת, יושר פסיקתי, ענווה, בריחה מכבוד",פוסק הדור בצניעות מזהירה. חקר את המציאות המודרנית ופסיקתו שינתה תחומי חיים שלמים.,"הלכה מתוך אחריות מוסרית, דיאלוג עם המציאות המודרנית ולא נתק ממנה.","הראי""ה קוק",https://open.spotify.com/episode/2HlLtLodPvUVPUArvlAmEC?si=VocC7mqSQ8OyVPbfIzeaOQ&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
139,"חכמי ישראל - הגות, הנהגה והלכה","האדמו""ר מסלונים – בעל 'נתיבות שלום' (""רגלי המשיח"")",1911–2000,ירושלים (חסידות סלונים),המאה ה־20,"חסידות, מוסר, הנהגה","נתיבות שלום, סלונים, חינוך, אמונה וביטחון, דור השואה","אדמו""ר ומחנך שבנה מחדש עולם חסידי אחרי השואה, ופיתח שפה רוחנית נגישה על אמונה, אווירה וחינוך.","""אווירה"" חינוכית כבונה זהות; אמונה וביטחון ככוח יוצר מציאות בדור התחייה.",חסידות סלונים; שיח אמונה בדור המדינה,https://open.spotify.com/episode/2smxXVp67eOBQxkbFpnBEh?si=Bq_5p1TeQnqzLA2FzxpjQg%0A
140,אישיות,"הרב משה־צבי נריה – המהפכן הציוני־דתי שחי כל חייו בין חזון ל""בדיעבד"" כעבודה: כשהעשייה היא דרך המלך",1913–1995,"ארץ ישראל; כפר הרא""ה; בני עקיבא; מרכז הרב",מודרנה,מנהיגות וחינוך,"חינוך, בני עקיבא, כפר הרא""ה, שליחות, דוגמה אישית, שואה, צה""ל, ציונות דתית","נריה, תלמיד הראי""ה קוק, ייסד את ישיבת כפר הרא""ה והיה ממנהיגי בני עקיבא, ובנה את התשתית לחינוך הציוני־דתי. הוא חינך דרך קשר אישי, שליחות ועליונות המעשה, וראה בבניית מוסדות תורה תגובה לאחר חורבן אירופה. הפרק מציג גם את מורכבותו ביחס לגיוס ולמתח בין אידיאל ""דרך המלך"" לבין אחריות מעשית בדיעבד.",בדיעבד כשליחות: מהפכה חינוכית מתוך דוגמה אישית ותחושת אחריות לאומית.,"הראי""ה קוק; בני עקיבא; כפר הרא""ה",https://open.spotify.com/episode/43IiFgqfBCu9lLZIR07if7?si=ZAnRvMcXQPCAbEyH-BWhOA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
141,דמות,הרב שמואל הלוי וואזנר,1913–2015,"וינה, בני ברק",העת החדשה,"הלכה, הנהגה","שבט הלוי, חומרה, פוסק הדור, בית הוראה","מחבר שו""ת 'שבט הלוי' וראש ישיבת חכמי לובלין. הוביל קהילה ופסק בנחרצות בעידן של שינוי טכנולוגי.",עמידה יציבה מול מודרנה מתוך מסורת עמוקה ועקביות פסיקתית.,"החזון איש, חב""ד",https://open.spotify.com/episode/283XmaljmcMZNoMgipa2cv?si=ZDLUWE4RSfOQ_8IWiaeofg&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
142,דמות,אנדרה נהר,1914–1988,צרפת,המאה ה־20,"מחשבת ישראל, מקרא, פוסט שואה","שתיקת האל, גלות הדיבור, יוצר משמעות, אושוויץ",הוגה יהודי־צרפתי שעסק במשמעות היהדות לאחר השואה. ראה בשתיקת האל קריאה לאחריות אנושית.,היהדות כהזמנה ליצור משמעות בעולם שותק; קדושת החולין והמעשה המוסרי.,"לוינס, מניטו, התנ""ך",https://open.spotify.com/episode/4zJ21QTx6e8QgoBRSCWqiG?si=zfLuz2akQT2m0SLnjv2x3A&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
143,חכם,הרב יוסף קאפח,1917–2000,"תימן, ישראל",העת החדשה,"פסיקה, תרגום, מחקר רמב""ם","יהדות תימן, משנה תורה, מורה נבוכים, רציונליזם","דיין, חוקר ומתורגמן, שהחזיר את תורת הרמב""ם לדיוקה המקורי ועמד על שמירת מסורת תימן.","דיוק לשוני ומחשבתי על פי מסורת תימן – נאמנות לרמב""ם וחשיבה רציונלית.","הרב יחיא קאפח, הרמב""ם, רב סעדיה גאון",https://open.spotify.com/episode/1rA2UmPl4BccGHQljls8Ij?si=7NXymdZBSKGWVhOU_25hBA&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
144,דמות,אליאן עמדו לוי־ולנסי,1919–2006,צרפת,המאה ה־20,"מחשבת ישראל, מקרא, פסיכואנליזה","אסכולת פריז, אברהם, הנני, פרשנות קיומית","הוגה עמוקה שחיברה בין מקרא, פילוסופיה ופסיכואנליזה. ראתה באברהם דמות קיומית של אחריות והיסטוריה.",הישות האברהמית – האדם כנוכחות מוסרית היוצרת היסטוריה דרך אמירה 'הנני'.,"לוינס, מניטו, נהר",https://open.spotify.com/episode/7DJX0cnVGFtntXiLnNdbpj?si=19scU7vVSbexbi8KypeI0Q&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
145,"חכמי ישראל - הגות, הנהגה והלכה",הרב לוי סעדיה נחמני,1921–1995,מרקש → ירושלים,עת חדשה,קבלה/הנהגה רוחנית,"נבואות, גאולה אקטיבית, אחדות העם, תשובה","מקובל וסופר סת״ם. מיוחסות לו אזהרות וניבויים (ששת הימים/יום כיפור). הדגיש גאולה אקטיבית: תפילה, אחדות וקריאת משיח.",המאבק החיצוני כמראה פנימית; דרישה לתיקון ואחדות בין דתיים וחילונים; 'אין משיח בלי שנבקש אותו'.,אהרן הכהן כמודל; תלמידים בארץ,https://open.spotify.com/episode/2EnV8jysY70VrqWS5EYzEU?si=f5iKQHQyTF2KuPas91ANCw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
146,"חכמי ישראל - הגות, הנהגה והלכה",הרב מאיר זייני,1921–2012,אלג׳יריה → פריז → ירושלים,עת חדשה,מנהיגות קהילה/ציונות/מסורת צפון אפריקה,"יהדות אלג׳יריה, עוז חיים, תורה וגבורה, עלייה בגיל 85","רב קהילות באלג׳יריה, רב צבאי, ובצרפת החיה בית כנסת והנחיל זהות ליוורנואית-ציונית. עלה לישראל בגיל 85.",מנהיגות 'גדול גיבור' המחברת תורה ומעשה; גאולה מתוך מפגש תפילה-עשייה ושימור ניגון מסורת.,מגורשי ספרד; הרב שרקי (תיאור תלמידים),https://open.spotify.com/episode/0hEDzOsuXWV4gBqUTv3KqW?si=YxjOxwWVSuueTuzR9QXJLw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
147,דמות,הרב יהודא ליאון אשכנזי (מניטו),1922–1996,אלג'יריה → צרפת → ישראל,עת החדשה/ישראל,"מחשבת ישראל, קבלה, זהות לאומית","אסכולת פריז, לוינס, שושני, עברי/יהודי, צמצום כמוסר, תחייה","הוגה וקבליסט שחיבר בין מסורת צפון אפריקה, שיח אינטלקטואלי צרפתי ותורת ארץ ישראל; ניסח תורת זהויות והעמיד שפה חדשה של תחייה.","זהות 'עברי' כשלב תודעתי-לאומי שמאחד קודש וחול, משפחה ועם, מוסר והיסטוריה.",עמנואל לוינס; אנדרה נהר; יעקב גורדין; מר שושני; הרב צבי יהודה קוק; הרב אורי שרקי,https://open.spotify.com/episode/6vCbxdldNDpdncGxSjvAyD?si=qBr96Ig2Q6ixq5xsq-_Haw&context=spotify%3Ashow%3A4nrvg1RLAoxg9C0vVYM8qv
148,"חכמי ישראל - הגות, הנהגה והלכה",הרב מאיר יהודה גץ – 'סבא כותל' שחשף את סודות הכותל,1924–1995,ירושלים – הכותל המערבי,המאה ה־20,"קבלה, הנהגה, ציונות דתית","רב הכותל, מנהרות הכותל, בית אל, מקובל, צה""ל",רב הכותל וראש ישיבת 'בית אל' (מקובלים); שילב עבודת נסתר עם ניהול מעשי ורגישות לכלל ישראל.,גשר חי בין קודש מעמיק לבין אחריות ציבורית־ממלכתית במקום הקדוש והרגיש בעולם.,מקובלי ירושלים; מלחמת ששת הימים; ישיבת בית אל,https://open.spotify.com/episode/1d2iYDGxvwEW6fWxghPHEK?si=UC3yD71cRfeiVk8RgdLLVg
149,אישיות,הרב חיים דוד הלוי,1924–1998,ישראל (ירושלים; תל אביב),עכשווי,פסיקה,"הלכה ומודרנה, רפואה ומדע, הלכה לציבור, אהבת ישראל",,,,https://open.spotify.com/episode/0bYyPcQtkqoVwWyC5OWfpn?si=PiHiW-RXR8GyZWwiGjID0g
